SETTLEMENT_DATE,SETTLEMENT_PERIOD,ND,TSD,ENGLAND_WALES_DEMAND,EMBEDDED_WIND_GENERATION,EMBEDDED_WIND_CAPACITY,EMBEDDED_SOLAR_GENERATION,EMBEDDED_SOLAR_CAPACITY,NON_BM_STOR,PUMP_STORAGE_PUMPING,IFA_FLOW,IFA2_FLOW,BRITNED_FLOW,MOYLE_FLOW,EAST_WEST_FLOW,NEMO_FLOW,NSL_FLOW,ELECLINK_FLOW
30-OCT-2021,23,28715,30207,26134,2069,6527,3510,13080,0,8,991,987,994,-454,-531,999,693,0
30-OCT-2021,24,27896,29387,25294,2044,6527,4300,13080,0,7,1005,990,991,-454,-531,999,693,0
30-OCT-2021,25,27257,28748,24673,2034,6527,4570,13080,0,7,907,914,642,-454,-531,808,693,0
30-OCT-2021,26,26753,28244,24207,2024,6527,4720,13080,0,7,903,899,627,-454,-531,801,693,0
30-OCT-2021,27,26309,27782,23781,2047,6527,4740,13080,0,5,748,549,477,-454,-515,910,693,0
30-OCT-2021,28,25946,27409,23442,2069,6527,4310,13080,0,5,740,519,477,-454,-505,913,693,0
30-OCT-2021,29,25696,27151,23266,2046,6527,4030,13080,0,6,340,304,1016,-454,-496,594,693,0
30-OCT-2021,30,25819,27206,23466,2022,6527,3300,13080,0,5,324,292,1042,-454,-429,581,693,0
30-OCT-2021,31,26409,27759,24073,1949,6527,2820,13080,0,9,605,385,754,-454,-388,702,693,0
30-OCT-2021,32,27072,28371,24735,1875,6527,2020,13080,0,7,617,397,737,-454,-339,706,693,0
30-OCT-2021,33,28439,29802,26025,1807,6527,1380,13080,0,12,769,629,208,-454,-398,586,693,0
30-OCT-2021,34,29955,31193,27420,1739,6527,702,13080,0,9,774,652,182,-454,-276,582,693,0
30-OCT-2021,35,31796,33007,29128,1702,6527,201,13080,0,0,997,934,240,-454,-258,683,693,0
30-OCT-2021,36,33140,34142,30342,1665,6527,5,13080,0,0,1006,953,242,-386,-117,686,693,0
30-OCT-2021,37,34145,34891,31296,1671,6527,0,13080,0,0,1006,949,105,-237,-10,686,693,0
30-OCT-2021,38,33729,34451,30923,1676,6527,0,13080,0,2,1006,945,103,-164,-57,686,693,0
30-OCT-2021,39,32977,33522,30305,1686,6527,0,13080,0,8,1005,807,315,-38,56,771,693,0
30-OCT-2021,40,32141,32647,29566,1696,6527,0,13080,0,7,1005,795,324,48,11,774,693,0
30-OCT-2021,41,31091,31740,28574,1701,6527,0,13080,0,14,977,705,-136,150,0,647,693,0
30-OCT-2021,42,30019,30707,27608,1705,6527,0,13080,0,9,976,707,-146,65,-34,642,693,0
30-OCT-2021,43,29046,29559,26706,1712,6527,0,13080,0,12,1005,974,-2,176,66,820,693,0
30-OCT-2021,44,27876,28386,25601,1719,6527,0,13080,0,11,1006,992,0,327,37,826,693,0
30-OCT-2021,45,26664,27177,24462,1719,6527,0,13080,0,14,771,992,331,402,0,814,693,0
30-OCT-2021,46,25193,25707,23104,1718,6527,0,13080,0,15,759,986,373,379,20,813,693,0
30-OCT-2021,47,24020,24528,21991,1742,6527,0,13080,0,9,519,796,915,260,4,818,693,0
30-OCT-2021,48,23057,23566,21107,1765,6527,0,13080,0,10,506,773,941,223,0,818,693,0
31-OCT-2021,1,21947,22468,20045,1754,6527,0,13080,0,21,203,397,718,257,0,572,693,0
31-OCT-2021,2,21168,21965,19295,1743,6527,0,13080,0,297,186,376,709,172,0,562,693,0
31-OCT-2021,3,20863,21840,19057,1811,6527,0,13080,0,417,-61,520,769,134,19,640,693,0
31-OCT-2021,4,21081,21946,19285,1878,6527,0,13080,0,292,-74,523,770,134,0,640,693,0
31-OCT-2021,5,20762,21593,19003,1968,6527,0,13080,0,213,-19,266,741,134,0,178,693,0
31-OCT-2021,6,20056,21212,18349,2058,6527,0,13080,0,468,-89,260,675,134,0,158,681,0
31-OCT-2021,7,19525,20563,17844,2146,6527,0,13080,0,424,168,660,3,134,-14,239,529,0
31-OCT-2021,8,19134,20581,17453,2233,6527,0,13080,0,737,174,667,0,134,-110,241,491,0
31-OCT-2021,9,18809,21675,17142,2351,6527,0,13080,0,1132,-601,-49,-464,134,-21,68,242,0
31-OCT-2021,10,18498,21886,16881,2468,6527,0,13080,0,1501,-663,-94,-530,66,0,59,197,0
31-OCT-2021,11,18219,22033,16657,2594,6527,0,13080,0,1421,-616,41,-667,-106,0,-404,18,0
31-OCT-2021,12,18074,22117,16560,2719,6527,0,13080,0,1477,-613,50,-672,-256,-3,-420,-3,0
31-OCT-2021,13,18040,21621,16551,2847,6527,0,13080,0,1478,-502,41,-550,-348,-103,67,3,0
31-OCT-2021,14,18128,21797,16689,2975,6527,0,13080,0,1455,-494,33,-545,-361,-214,89,10,0
31-OCT-2021,15,19082,22713,17601,3082,6527,0,13080,0,1183,-387,-209,-541,-362,-350,217,95,0
31-OCT-2021,16,19968,23782,18495,3188,6527,0,13080,0,1348,-380,-208,-541,-404,-334,221,112,0
31-OCT-2021,17,21288,24761,19745,3359,6527,0,13080,0,1375,-290,408,-346,-453,-410,166,198,0
31-OCT-2021,18,22414,25571,20841,3529,6527,11,13080,0,1254,-277,439,-338,-391,-298,177,228,0
31-OCT-2021,19,24182,27166,22535,3684,6527,65,13080,0,1037,446,67,-592,-444,-311,887,477,0
31-OCT-2021,20,25420,28425,23658,3838,6527,199,13080,0,1058,508,61,-601,-374,-372,926,488,0
31-OCT-2021,21,26498,28658,24550,3930,6527,582,13080,0,339,969,774,-268,-446,-508,854,239,0
31-OCT-2021,22,27028,28874,24997,4021,6527,965,13080,0,8,1005,817,-254,-454,-531,851,212,0
31-OCT-2021,23,27173,29058,25057,4003,6527,1670,13080,0,7,581,619,-292,-455,-531,909,261,0
31-OCT-2021,24,27299,29184,25096,3985,6527,2230,13080,0,11,546,612,-288,-455,-531,911,265,0
31-OCT-2021,25,27475,29073,25155,3844,6527,3300,13080,0,12,95,833,95,-455,-531,841,245,0
31-OCT-2021,26,27607,29177,25129,3702,6527,3870,13080,0,10,58,849,103,-455,-505,838,245,0
31-OCT-2021,27,27873,29384,25279,3654,6527,4110,13080,0,8,49,892,253,-454,-449,994,275,0
31-OCT-2021,28,27676,29072,25000,3605,6527,4130,13080,0,9,49,895,259,-454,-333,999,284,0
31-OCT-2021,29,27310,28984,24625,3515,6527,3960,13080,0,7,618,883,-434,-454,-180,999,349,0
31-OCT-2021,30,27029,28621,24415,3424,6527,3410,13080,0,8,673,881,-495,-454,-36,999,377,0
31-OCT-2021,31,27291,28765,24651,3374,6527,2610,13080,0,8,706,851,-475,-392,0,999,627,0
31-OCT-2021,32,27734,29071,25104,3323,6527,2010,13080,0,6,708,852,-453,-274,-4,999,660,0
31-OCT-2021,33,28745,29658,26085,3273,6527,1190,13080,0,11,994,983,95,-246,-56,999,689,0
31-OCT-2021,34,29836,30548,27160,3222,6527,600,13080,0,12,1005,992,103,-100,0,999,693,0
31-OCT-2021,35,31349,31957,28554,3175,6527,101,13080,0,8,1005,992,626,29,67,1018,693,0
31-OCT-2021,36,33031,33639,30085,3128,6527,2,13080,0,8,1005,991,712,131,149,1019,693,0
31-OCT-2021,37,34190,34791,31111,3115,6527,0,13080,0,1,1005,992,521,12,106,1019,693,0
31-OCT-2021,38,33923,34616,30829,3101,6527,0,13080,0,0,1005,992,513,-93,73,1019,693,0
31-OCT-2021,39,33408,34103,30307,3065,6527,0,13080,0,0,1005,992,434,-95,0,1019,693,0
31-OCT-2021,40,32650,33344,29567,3029,6527,0,13080,0,0,1005,992,431,-94,0,1019,693,0
31-OCT-2021,41,31675,32372,28703,3017,6527,0,13080,0,3,1005,991,607,-94,0,1019,693,0
31-OCT-2021,42,30450,31171,27584,3005,6527,0,13080,0,10,1003,982,614,-78,-33,1019,693,0
31-OCT-2021,43,29579,30189,26815,2917,6527,0,13080,0,10,590,630,506,74,37,919,693,0
31-OCT-2021,44,28306,28965,25697,2828,6527,0,13080,0,6,573,615,502,100,-53,915,693,0
31-OCT-2021,45,27239,27865,24720,2817,6527,0,13080,0,16,919,945,622,211,-10,901,693,0
31-OCT-2021,46,25921,26601,23522,2806,6527,0,13080,0,80,941,951,627,140,0,900,693,0
31-OCT-2021,47,24438,25422,22163,2795,6527,0,13080,0,384,325,370,812,219,37,996,693,0
31-OCT-2021,48,23148,24420,20938,2783,6527,0,13080,0,636,293,319,810,119,-36,998,693,0
31-OCT-2021,49,21830,23518,19727,2814,6527,0,13080,0,905,157,-155,199,101,-28,670,693,0
31-OCT-2021,50,20967,23248,19018,2844,6527,0,13080,0,1498,152,-183,165,53,0,656,693,0
01-NOV-2021,1,20538,22641,18688,2816,6527,0,13080,0,1500,51,-4,354,82,0,576,693,0
01-NOV-2021,2,20724,22799,18919,2788,6527,0,13080,0,1476,16,11,360,71,0,573,673,0
01-NOV-2021,3,20512,22587,18720,2742,6527,0,13080,0,1462,-1,134,109,100,-13,609,423,0
01-NOV-2021,4,19950,22132,18206,2696,6527,0,13080,0,1470,5,137,103,190,-112,610,373,0
01-NOV-2021,5,19277,21753,17588,2707,6527,0,13080,0,1414,-162,-59,-212,136,-30,543,124,0
01-NOV-2021,6,18909,21341,17218,2718,6527,0,13080,0,1296,-169,-79,-231,98,-58,537,84,0
01-NOV-2021,7,18710,22060,17045,2777,6527,0,13080,0,1391,-589,-324,-369,-41,11,76,-37,0
01-NOV-2021,8,18399,21978,16797,2835,6527,0,13080,0,1429,-608,-349,-374,-167,93,56,-53,0
01-NOV-2021,9,18345,22438,16860,2882,6527,0,13080,0,1417,-713,-627,-558,-116,10,2,-62,0
01-NOV-2021,10,18574,22726,17177,2928,6527,0,13080,0,1413,-715,-632,-565,-184,0,0,-44,0
01-NOV-2021,11,19433,22142,18051,3005,6527,0,13080,0,1151,-301,-153,-422,-83,0,164,189,0
01-NOV-2021,12,20716,22991,19283,3082,6527,0,13080,0,817,-268,-97,-416,-78,0,185,238,0
01-NOV-2021,13,23536,24827,21917,3119,6527,0,13080,0,278,507,739,-157,-238,-18,954,486,0
01-NOV-2021,14,26150,27188,24361,3155,6527,0,13080,0,10,556,801,-146,-279,-4,999,529,0
01-NOV-2021,15,28813,29835,26794,3203,6527,64,13080,0,8,986,979,819,-336,-79,993,674,0
01-NOV-2021,16,30312,31148,28165,3250,6527,585,13080,0,10,1005,992,1043,-219,-7,993,693,0
01-NOV-2021,17,31073,31896,28775,3345,6527,1400,13080,0,13,1005,991,1043,-210,0,999,693,0
01-NOV-2021,18,31068,31976,28778,3439,6527,2190,13080,0,9,1006,992,1043,-279,-20,999,693,0
01-NOV-2021,19,31229,32408,28852,3557,6527,2910,13080,0,8,1005,991,1043,-420,-151,999,693,0
01-NOV-2021,20,31093,32437,28719,3675,6527,3460,13080,0,9,1005,991,1043,-433,-302,999,693,0
01-NOV-2021,21,30833,32401,28413,3704,6527,3840,13080,0,60,1006,992,1043,-454,-454,999,693,0
01-NOV-2021,22,30850,32471,28440,3733,6527,3970,13080,0,36,1006,992,1043,-454,-531,999,693,0
01-NOV-2021,23,30979,32604,28582,3725,6527,3930,13080,0,40,1006,992,1044,-454,-531,998,693,0
01-NOV-2021,24,31177,32819,28791,3716,6527,4110,13080,0,57,1006,992,1043,-455,-531,998,693,0
01-NOV-2021,25,31519,33116,29188,3685,6527,3680,13080,0,12,1006,992,1043,-455,-531,999,693,0
01-NOV-2021,26,31510,33106,29191,3653,6527,3540,13080,0,12,1005,991,1043,-454,-531,999,693,0
01-NOV-2021,27,31818,33431,29505,3529,6527,3250,13080,0,28,1006,991,1043,-455,-531,999,693,0
01-NOV-2021,28,31727,33292,29451,3405,6527,2840,13080,0,7,1006,991,1043,-454,-505,999,693,0
01-NOV-2021,29,32016,33459,29764,3263,6527,2370,13080,0,11,1006,991,994,-455,-378,998,693,0
01-NOV-2021,30,32659,34122,30382,3121,6527,1920,13080,0,9,1006,991,991,-454,-401,998,693,0
01-NOV-2021,31,33528,35112,31137,2976,6527,1240,13080,0,9,1006,991,739,-455,-521,999,693,0
01-NOV-2021,32,35131,36692,32623,2831,6527,520,13080,0,15,1006,990,728,-454,-493,999,693,0
01-NOV-2021,33,36663,38204,33901,2676,6527,93,13080,0,14,1007,946,840,-454,-474,1018,693,0
01-NOV-2021,34,38865,40401,35839,2521,6527,2,13080,0,9,1007,945,845,-455,-473,1019,693,0
01-NOV-2021,35,40416,41973,37265,2382,6527,0,13080,0,4,1007,989,940,-455,-499,1019,693,0
01-NOV-2021,36,40559,42144,37452,2242,6527,0,13080,0,1,1007,992,943,-454,-531,1019,693,0
01-NOV-2021,37,40058,41644,37086,2150,6527,0,13080,0,2,1007,992,1039,-454,-531,1019,693,0
01-NOV-2021,38,39239,40790,36348,2058,6527,1,13080,0,5,1007,992,1043,-439,-508,1019,693,0
01-NOV-2021,39,38398,39724,35616,1976,6527,0,13080,0,9,1007,992,1042,-341,-377,1019,693,0
01-NOV-2021,40,37093,38482,34389,1893,6527,0,13080,0,9,1007,991,1042,-431,-350,1019,693,0
01-NOV-2021,41,35571,36822,32930,1821,6527,0,13080,0,9,1007,991,1043,-423,-220,1019,693,0
01-NOV-2021,42,33980,35327,31521,1749,6527,0,13080,0,7,1007,992,1042,-454,-287,1019,693,0
01-NOV-2021,43,32582,34010,30206,1697,6527,0,13080,0,7,1007,991,1042,-455,-367,1000,693,0
01-NOV-2021,44,30905,32431,28644,1645,6527,0,13080,0,4,1007,979,1042,-441,-482,999,693,0
01-NOV-2021,45,29221,30577,27010,1599,6527,0,13080,0,3,758,550,947,-344,-410,757,693,0
01-NOV-2021,46,27365,28913,25339,1552,6527,0,13080,0,12,744,532,944,-432,-505,748,693,0
01-NOV-2021,47,25739,27586,23780,1451,6527,0,13080,0,330,993,961,1037,-455,-463,971,693,0
01-NOV-2021,48,24801,26861,22955,1349,6527,0,13080,0,603,1007,990,1040,-455,-403,979,693,0
02-NOV-2021,1,24303,26290,22503,1310,6527,0,13080,0,628,1007,991,1043,-455,-305,998,693,0
02-NOV-2021,2,24318,26174,22578,1271,6527,0,13080,0,621,1007,991,1043,-455,-181,999,693,0
02-NOV-2021,3,24051,25853,22345,1242,6527,0,13080,0,722,1007,991,1043,-436,-45,999,693,0
02-NOV-2021,4,23374,25422,21705,1212,6527,0,13080,0,918,1007,991,1042,-441,-90,999,693,0
02-NOV-2021,5,23123,25250,21479,1176,6527,0,13080,0,1174,1007,991,1042,-346,-8,999,693,0
02-NOV-2021,6,22740,24953,21066,1140,6527,0,13080,0,1167,1007,991,1043,-433,-14,999,693,0
02-NOV-2021,7,22559,24780,20846,1113,6527,0,13080,0,1155,1007,992,1042,-455,-12,999,693,0
02-NOV-2021,8,22380,24692,20662,1085,6527,0,13080,0,1152,1007,989,1042,-454,-107,999,693,0
02-NOV-2021,9,22185,24346,20457,1040,6527,0,13080,0,1152,952,901,884,-390,-20,851,693,0
02-NOV-2021,10,22456,24423,20721,995,6527,0,13080,0,900,938,882,874,-439,-29,831,693,0
02-NOV-2021,11,23386,24490,21591,949,6527,0,13080,0,145,136,420,358,-360,0,71,693,0
02-NOV-2021,12,24705,25871,22794,903,6527,0,13080,0,98,69,374,324,-413,-56,26,693,0
02-NOV-2021,13,27377,29285,25277,849,6527,0,13080,0,107,-128,-142,-343,-298,-4,-286,693,0
02-NOV-2021,14,30337,32301,27922,794,6527,0,13080,0,75,-141,-160,-379,-295,-17,-297,693,0
02-NOV-2021,15,33011,34297,30268,754,6527,107,13080,0,7,145,429,-106,-431,-142,10,693,0
02-NOV-2021,16,33856,35185,30941,714,6527,687,13080,0,10,163,475,-104,-454,-161,27,693,0
02-NOV-2021,17,34788,36142,31725,685,6527,1540,13080,0,12,564,695,112,-454,-289,537,693,0
02-NOV-2021,18,34824,36178,31682,656,6527,2120,13080,0,14,595,711,121,-455,-287,561,693,0
02-NOV-2021,19,34845,36330,31634,651,6527,2760,13080,0,14,884,763,2,-455,-417,846,693,0
02-NOV-2021,20,34415,35951,31199,646,6527,3590,13080,0,17,906,752,0,-439,-480,857,693,0
02-NOV-2021,21,33248,34779,30073,631,6527,4250,13080,0,17,663,229,-236,-342,-336,784,693,0
02-NOV-2021,22,33042,34527,29869,615,6527,4610,13080,0,13,643,196,-256,-432,-184,781,693,0
02-NOV-2021,23,32940,34440,29757,610,6527,4900,13080,0,49,742,314,-199,-454,-198,568,693,0
02-NOV-2021,24,32894,34546,29693,605,6527,4670,13080,0,50,750,328,-197,-455,-350,560,693,0
02-NOV-2021,25,32899,34728,29666,599,6527,4420,13080,0,12,296,538,-294,-454,-469,660,693,0
02-NOV-2021,26,32299,34014,29099,592,6527,3980,13080,0,6,261,559,-292,-454,-364,664,693,0
02-NOV-2021,27,32954,34347,29791,572,6527,3640,13080,0,6,945,803,210,-455,-332,984,693,0
02-NOV-2021,28,33391,34691,30241,552,6527,3470,13080,0,8,1007,824,229,-455,-237,996,693,0
02-NOV-2021,29,33815,35039,30686,525,6527,2960,13080,0,9,1007,982,392,-454,-161,999,693,0
02-NOV-2021,30,33644,34782,30507,498,6527,2170,13080,0,11,1007,982,399,-455,-72,999,693,0
02-NOV-2021,31,34674,35821,31490,493,6527,1410,13080,0,9,996,617,573,-391,-147,799,693,0
02-NOV-2021,32,36179,37061,32940,487,6527,583,13080,0,9,995,602,579,-241,-32,791,693,0
02-NOV-2021,33,37280,38048,33868,492,6527,122,13080,0,8,1007,967,372,-160,0,963,693,0
02-NOV-2021,34,39427,40080,35810,496,6527,2,13080,0,1,1007,992,364,-52,37,969,693,0
02-NOV-2021,35,40973,41781,37159,501,6527,0,13080,0,1,1007,991,261,-152,-55,1017,693,0
02-NOV-2021,36,41177,42087,37397,505,6527,0,13080,0,0,1007,991,258,-207,-103,1019,693,0
02-NOV-2021,37,40767,41596,37127,513,6527,0,13080,0,0,1007,991,548,-164,-65,1019,693,0
02-NOV-2021,38,39972,40612,36407,521,6527,0,13080,0,0,1007,991,560,-40,0,1019,693,0
02-NOV-2021,39,39262,39885,35839,538,6527,0,13080,0,2,1007,991,381,-21,0,1019,693,0
02-NOV-2021,40,38463,39161,35188,555,6527,0,13080,0,4,1007,992,368,-94,0,1019,693,0
02-NOV-2021,41,37222,37889,34062,572,6527,0,13080,0,14,1007,985,352,-53,37,1019,693,0
02-NOV-2021,42,35754,36564,32780,589,6527,0,13080,0,12,1007,982,352,-171,-27,1018,693,0
02-NOV-2021,43,34112,34866,31325,601,6527,0,13080,0,8,741,877,315,-146,55,716,693,0
02-NOV-2021,44,32558,33359,29990,613,6527,0,13080,0,7,730,867,314,-194,11,704,693,0
02-NOV-2021,45,30620,31291,28228,630,6527,0,13080,0,8,900,759,256,-63,0,555,693,0
02-NOV-2021,46,28497,29105,26185,646,6527,0,13080,0,8,887,736,257,50,0,548,693,0
02-NOV-2021,47,26700,27403,24510,664,6527,0,13080,0,9,94,156,705,-29,-65,181,693,0
02-NOV-2021,48,25655,26690,23576,682,6527,0,13080,0,33,62,131,725,-186,-216,167,693,0
03-NOV-2021,1,25152,26962,23136,718,6527,0,13080,0,618,821,645,793,-341,-251,384,693,0
03-NOV-2021,2,25233,26874,23246,753,6527,0,13080,0,519,870,674,795,-420,-102,392,693,0
03-NOV-2021,3,24991,26653,23045,788,6527,0,13080,0,736,668,490,699,-324,-2,426,693,0
03-NOV-2021,4,24543,26468,22652,823,6527,0,13080,0,911,660,473,696,-390,-24,427,693,0
03-NOV-2021,5,24172,26244,22326,861,6527,0,13080,0,1185,730,335,1005,-287,0,478,693,0
03-NOV-2021,6,23777,25891,21945,898,6527,0,13080,0,1188,732,315,1016,-326,0,480,693,0
03-NOV-2021,7,23425,25496,21624,957,6527,0,13080,0,1180,425,-60,617,-218,-13,525,693,0
03-NOV-2021,8,23193,25408,21415,1015,6527,0,13080,0,1181,413,-89,560,-238,-107,526,693,0
03-NOV-2021,9,23033,25354,21311,1048,6527,0,13080,0,1173,549,-193,-214,-120,-21,249,693,0
03-NOV-2021,10,23214,25479,21500,1081,6527,0,13080,0,1079,513,-214,-235,-137,0,216,693,0
03-NOV-2021,11,24040,27383,22330,1119,6527,0,13080,0,199,-523,-709,-599,-40,0,-645,693,0
03-NOV-2021,12,25220,28596,23381,1156,6527,0,13080,0,8,-592,-745,-614,-78,-40,-699,686,0
03-NOV-2021,13,28067,30906,26002,1163,6527,1,13080,0,9,-110,-838,-598,43,-1,-683,608,0
03-NOV-2021,14,30789,33595,28496,1170,6527,0,13080,0,6,-88,-832,-597,182,55,-683,579,0
03-NOV-2021,15,33015,35330,30462,1191,6527,64,13080,0,5,155,-379,-690,162,15,-641,330,0
03-NOV-2021,16,34312,36525,31540,1211,6527,461,13080,0,6,162,-330,-639,153,81,-638,291,0
03-NOV-2021,17,35023,36191,32164,1268,6527,876,13080,0,12,-292,223,-3,32,8,-261,15,0
03-NOV-2021,18,35011,36193,32120,1324,6527,1510,13080,0,11,-313,250,0,-19,0,-236,-3,0
03-NOV-2021,19,35215,36689,32238,1386,6527,2180,13080,0,9,-667,-128,177,-67,0,424,-3,0
03-NOV-2021,20,34955,36580,31993,1448,6527,2880,13080,0,12,-681,-157,189,-175,0,444,0,0
03-NOV-2021,21,34826,36725,31893,1524,6527,3460,13080,0,11,-648,-265,177,-78,0,-297,44,0
03-NOV-2021,22,34554,36574,31646,1599,6527,3770,13080,0,12,-646,-285,179,-137,0,-339,-1,0
03-NOV-2021,23,34375,36985,31495,1672,6527,3420,13080,0,7,-673,-755,598,-60,0,-512,-3,0
03-NOV-2021,24,34777,37380,32011,1744,6527,3300,13080,0,7,-674,-782,617,-19,0,-518,-3,0
03-NOV-2021,25,34892,37435,32131,1818,6527,2810,13080,0,8,-674,-595,560,76,0,-666,0,0
03-NOV-2021,26,34665,37212,31936,1891,6527,2390,13080,0,11,-674,-590,525,124,0,-672,0,0
03-NOV-2021,27,34528,37444,31806,1939,6527,2150,13080,0,9,-713,-902,-168,232,0,-524,0,0
03-NOV-2021,28,34818,37766,32125,1986,6527,1660,13080,0,9,-715,-924,-181,148,0,-519,1,0
03-NOV-2021,29,35371,37894,32668,1980,6527,1360,13080,0,9,-468,-955,-2,201,0,-486,-3,0
03-NOV-2021,30,35649,38140,32962,1973,6527,1090,13080,0,11,-444,-948,0,225,0,-485,-3,0
03-NOV-2021,31,35781,37948,33056,1977,6527,557,13080,0,11,340,-632,-498,155,0,-423,-3,0
03-NOV-2021,32,36671,38885,33882,1980,6527,212,13080,0,10,397,-608,-575,246,56,-421,5,0
03-NOV-2021,33,37469,39553,34594,2033,6527,38,13080,0,6,855,-495,-568,200,17,-415,280,0
03-NOV-2021,34,38958,40983,35885,2085,6527,0,13080,0,2,877,-487,-534,98,114,-402,184,0
03-NOV-2021,35,40518,41593,37236,2128,6527,0,13080,0,2,692,-470,-3,14,150,310,157,0
03-NOV-2021,36,40506,41577,37277,2171,6527,0,13080,0,2,684,-469,0,14,100,349,598,0
03-NOV-2021,37,40025,41265,36894,2202,6527,0,13080,0,5,499,-486,-127,-22,3,395,657,0
03-NOV-2021,38,39358,40662,36329,2232,6527,0,13080,0,5,490,-487,-135,-77,0,396,693,0
03-NOV-2021,39,38798,39892,35905,2269,6527,0,13080,0,10,471,-484,209,50,0,347,693,0
03-NOV-2021,40,37780,38904,34955,2306,6527,0,13080,0,12,471,-478,226,-34,0,346,693,0
03-NOV-2021,41,36331,37218,33613,2325,6527,0,13080,0,12,646,-275,2,12,0,301,693,0
03-NOV-2021,42,34756,35617,32160,2343,6527,0,13080,0,9,654,-252,0,14,0,299,693,0
03-NOV-2021,43,33290,34346,30789,2335,6527,0,13080,0,8,307,59,-357,-70,0,-21,693,0
03-NOV-2021,44,31280,32354,28933,2326,6527,0,13080,0,9,290,83,-384,-31,-20,-30,693,0
03-NOV-2021,45,29559,30168,27339,2340,6527,0,13080,0,9,786,164,145,17,0,414,693,0
03-NOV-2021,46,27423,28033,25320,2353,6527,0,13080,0,10,815,187,167,65,0,439,693,0
03-NOV-2021,47,25705,26382,23734,2285,6527,0,13080,0,77,605,842,892,146,0,974,693,0
03-NOV-2021,48,24488,25481,22643,2216,6527,0,13080,0,393,594,884,942,122,0,999,693,0
04-NOV-2021,1,24108,25284,22338,2232,6527,0,13080,0,576,717,780,649,246,0,776,693,0
04-NOV-2021,2,24332,25511,22566,2247,6527,0,13080,0,579,722,772,637,330,67,767,693,0
04-NOV-2021,3,23945,25565,22211,2246,6527,0,13080,0,1020,762,734,763,197,147,537,693,0
04-NOV-2021,4,23400,25144,21710,2244,6527,0,13080,0,1144,764,720,768,52,24,528,693,0
04-NOV-2021,5,22906,24701,21214,2269,6527,0,13080,0,1195,780,326,857,50,0,559,693,0
04-NOV-2021,6,22610,24476,20898,2294,6527,0,13080,0,1195,781,302,860,-71,0,560,693,0
04-NOV-2021,7,22465,24303,20719,2290,6527,0,13080,0,1192,602,394,850,-35,-11,714,693,0
04-NOV-2021,8,22165,24143,20403,2285,6527,0,13080,0,1197,589,397,848,-77,-104,719,693,0
04-NOV-2021,9,22033,23801,20294,2284,6527,0,13080,0,1149,105,265,938,22,-19,794,693,0
04-NOV-2021,10,22316,24027,20541,2282,6527,0,13080,0,1111,60,231,938,26,0,796,693,0
04-NOV-2021,11,22795,25009,20961,2273,6527,0,13080,0,209,-734,-671,530,150,55,748,693,0
04-NOV-2021,12,24177,26334,22264,2264,6527,0,13080,0,16,-801,-740,485,183,11,726,693,0
04-NOV-2021,13,27001,29894,24871,2233,6527,0,13080,0,10,-820,-1008,-357,176,6,-98,693,0
04-NOV-2021,14,29854,32844,27484,2201,6527,0,13080,0,12,-821,-1022,-387,98,84,-148,693,0
04-NOV-2021,15,32754,34568,30130,2165,6527,17,13080,0,8,-297,-880,94,-29,8,169,693,0
04-NOV-2021,16,34380,36309,31555,2129,6527,299,13080,0,9,-257,-855,102,-162,-46,181,693,0
04-NOV-2021,17,35394,37448,32443,2141,6527,931,13080,0,7,-602,-341,634,-318,-186,266,693,0
04-NOV-2021,18,35350,37525,32344,2152,6527,1660,13080,0,9,-628,-302,723,-441,-195,267,693,0
04-NOV-2021,19,35125,37386,31985,2137,6527,2390,13080,0,9,-583,-165,755,-453,-331,-120,693,0
04-NOV-2021,20,34738,37127,31607,2122,6527,2980,13080,0,8,-578,-162,756,-453,-452,-136,693,0
04-NOV-2021,21,34600,36700,31496,2185,6527,3480,13080,0,51,-52,-398,1007,-448,-383,-168,693,0
04-NOV-2021,22,34192,36371,31133,2248,6527,3730,13080,0,63,10,-407,1018,-454,-489,-166,693,0
04-NOV-2021,23,34123,35894,31067,2253,6527,3670,13080,0,7,188,-179,1030,-454,-531,268,693,0
04-NOV-2021,24,34167,35935,31142,2258,6527,4170,13080,0,31,201,-152,1029,-454,-531,286,693,0
04-NOV-2021,25,34567,36180,31547,2242,6527,3880,13080,0,28,386,287,1013,-454,-531,352,693,0
04-NOV-2021,26,34637,36241,31577,2226,6527,3570,13080,0,28,402,321,1012,-454,-522,354,693,0
04-NOV-2021,27,34967,36435,31873,2169,6527,3020,13080,0,9,866,489,1040,-454,-405,405,693,0
04-NOV-2021,28,34817,36215,31792,2111,6527,2530,13080,0,9,907,509,1042,-454,-335,407,693,0
04-NOV-2021,29,35080,36462,32135,2001,6527,2210,13080,0,10,842,845,1042,-454,-318,629,693,0
04-NOV-2021,30,35493,36910,32561,1891,6527,1450,13080,0,9,840,861,1045,-454,-354,637,693,0
04-NOV-2021,31,36232,37774,33073,1818,6527,980,13080,0,11,651,631,995,-454,-477,653,693,0
04-NOV-2021,32,37611,39054,34334,1744,6527,478,13080,0,15,644,623,994,-421,-407,653,693,0
04-NOV-2021,33,39413,40972,35944,1724,6527,65,13080,0,15,799,921,978,-453,-491,839,693,0
04-NOV-2021,34,41329,42776,37585,1704,6527,0,13080,0,4,806,943,977,-416,-427,845,693,0
